Var1,Var2,First_D_E_position,uH,R_count,H_count,K_count
S000000525,YCL020W,2,0.64,0,0,0
S000000526,YCL021W,8,0.124861631414345,0,0,0
S000000527,YCL022C,47,0.207963673814176,2,0,0
S000000528,YCL023C,11,0.0857568740359308,2,0,1
S000000529,YCL024W,7,0.270798825232482,0,0,0
S000000530,YCL025C,9,0.26962039857649,0,0,1
S000000531,YCL026C,15,0.344920957796321,3,0,1
S000000532,YCL027W,115,0.22365133485119,0,0,0
S000000533,YCL028W,2,0.64,0,0,0
S000000534,YCL029C,2,0.64,0,0,0
S000000535,YCL030C,10,0.360279678526093,0,0,0
S000000536,YCL031C,4,0.252981824645508,0,0,0
S000000537,YCL032W,2,0.64,0,0,0
S000000538,YCL033C,36,0.164585245619529,5,0,2
S000000539,YCL034W,6,0.203702591804068,0,0,0
S000000540,YCL035C,5,0.472715696966323,0,0,0
S000000541,YCL036W,9,0.666281846132,1,0,1
S000000542,YCL037C,4,0.133094264645619,0,0,0
S000000543,YCL038C,8,0.123294354306075,0,0,0
S000000544,YCL039W,14,0.358722527293811,0,1,1
S000000545,YCL040W,4,0.248027034225308,0,0,0
S000000546,YCL041C,32,0.223784687914789,2,0,1
S000000547,YCL042W,2,0.64,0,0,0
S000000548,YCL043C,25,0.121205090585747,0,0,1
S000000549,YCL044C,15,0.0388429972318254,0,0,0
S000000550,YCL045C,7,0.294603615702739,0,0,1
S000000551,YCL046W,14,0.435356401344108,1,0,3
S000000552,YCL047C,6,0.641550368857828,0,0,2
S000000553,YCL048W,29,0.179836587038344,2,1,1
S000000554,YCL049C,24,0.269793816854084,0,0,1
S000000555,YCL050C,6,0.0755339950724581,0,0,0
S000000556,YCL051W,13,0.193130695372525,0,2,0
S000000557,YCL052C,15,0.163503487318317,2,1,0
S000000558,YCL053C,25,0.106548444661564,0,0,1
S000000559,YCL054W,14,0.0946137761891186,1,0,4
S000000560,YCL055W,5,0.346194919541079,0,0,0
S000000561,YCL056C,9,0.101640635124828,0,0,2
S000000562,YCL057W,49,0.0753884666466241,2,0,1
S000000563,YCL058C,22,0.119505695505568,0,1,1
S000000564,YCL059C,8,0.479956261773474,1,1,0
S000000565,YCL060C,2,0.64,0,0,0
S000000566,YCL061C,2,0.64,0,0,0
S000000567,YCL062W,2,0.64,0,0,0
S000000568,YCL063W,7,0.413099980197135,0,0,0
S000000569,YCL064C,28,0.148738444941102,1,0,3
S000000570,YCL065W,8,0.496008276364019,0,0,1
S000000571,YCL066W,29,0.129350473961763,1,0,8
S000000572,YCL067C,8,0.396407247014665,0,0,2
S000000573,YCL068C,6,0.253614106390164,0,0,0
S000000574,YCL069W,32,0.153633182278758,1,0,0
S000000575,YCL073C,21,0.200960323470552,1,0,2
S000000579,YCL074W,2,0.64,0,0,0
S000000580,YCL075W,8,0.225366861455142,0,0,0
S000000581,YCL076W,6,0.386585861116397,0,0,1
S000000584,YCLX03C,6,0.221683725904251,0,0,0
S000000585,YCLX04W,2,0.64,0,0,0
S000000586,YCLX05C,4,0.391047511093609,0,0,0
S000000587,YCLX06C,11,0.111565977053013,0,0,0
S000000588,YCLX07W,19,0.395373348355683,1,1,0
S000000589,YCL026C-A,23,0.0783543048609798,2,0,1
S000000590,YCLX09W,5,0.294671220089722,0,0,0
S000000591,YCLX10C,11,0.161353193453044,0,0,1
S000000592,YCLX11W,48,0.0495332219321699,0,0,1
S000000593,YCLX12W,5,0.10901040337004,0,1,0
S000000594,YCR001W,12,0.487449927908153,0,1,3
S000000595,YCR002C,2,0.64,0,0,0
S000000596,YCR003W,49,0.0598948474265301,0,1,2
S000000597,YCR004C,16,0.192581456839338,0,1,1
S000000598,YCR005C,23,0.20375761729268,1,0,0
S000000599,YCR006C,22,0.410785112435092,2,0,0
S000000600,YCR007C,6,0.265820843598504,0,1,0
S000000601,YCR008W,6,0.254310498413002,0,0,0
S000000602,YCR009C,4,0.154370060248924,0,0,0
S000000603,YCR010C,3,0.347134174396033,0,0,0
S000000604,YCR011C,28,0.0668327549827509,2,1,1
S000000605,YCR012W,11,0.155802061386948,0,0,1
S000000606,YCR013C,4,0.733149504791998,0,0,1
S000000607,YCR014C,27,0.298287751038442,0,0,4
S000000608,YCR015C,8,0.268504529544429,0,0,1
S000000609,YCR016W,3,0.347134174396033,0,0,0
S000000610,YCR017C,46,0.12647627505119,0,1,1
S000000611,YCR018C,7,0.37305483245406,1,0,0
S000000612,YCR019W,4,0.516064903974788,0,0,0
S000000613,YCR020C,6,0.0855338154837479,0,0,0
S000000614,YCR020C-A,2,0.64,0,0,0
S000000615,YCR021C,3,0.54574956266191,0,0,0
S000000616,YCR022C,2,0.64,0,0,0
S000000617,YCR023C,10,0.151190544189373,1,0,2
S000000618,YCR024C,24,0.158843356283768,1,1,2
S000000619,YCR024C-A, ,0.160987473761383,1,0,1
S000000620,YCR025C,17,0.321023004551035,1,1,0
S000000621,YCR026C,2,0.64,0,0,0
S000000622,YCR027C,2,0.64,0,0,0
S000000623,YCR028C,4,0.750152706371228,0,0,1
S000000624,YCR029C,7,0.236141043810771,0,0,0
S000000625,YCR029C-A,18,0.476201188177616,2,1,2
S000000626,YCR030C,3,0.325274300925651,0,0,0
S000000627,YCR031C,9,0.109676548926923,1,0,0
S000000628,YCR032W,16,0.543522601975992,1,0,1
S000000629,YCR033W,12,0.341912133597725,2,0,0
S000000630,YCR034W,14,0.259603823221494,0,0,0
S000000631,YCR035C,3,0.405028642877119,0,0,0
S000000632,YCR036W,12,0.195997297878123,0,0,0
S000000633,YCR037C,14,0.22234119811687,1,1,1
S000000634,YCR038C,13,0.0984183624665164,0,0,2
S000000635,YCR039C,8,0.396407247014665,0,0,2
S000000636,YCR040W,29,0.129350473961763,1,0,8
S000000637,YCR041W,8,0.496008276364019,0,0,1
S000000638,YCR042C,16,0.18661587687094,1,0,1
S000000639,YCR043C,7,0.265445094670011,0,0,0
S000000640,YCR044C,22,0.191374006395419,1,1,0
S000000641,YCR045C,18,0.19741188383002,0,0,1
S000000642,YCR046C,48,0.215670289158728,4,0,2
S000000643,YCR047C,5,0.783371128304109,1,0,0
S000000644,YCR048W,3,0.325274300925651,0,0,0
S000000645,YCR049C,19,0.300713740840772,2,0,2
S000000646,YCR050C,18,0.138825252325439,1,1,1
S000000647,YCR051W,11,0.0803916712122556,0,0,0
S000000648,YCR052W,15,0.101579739418438,0,0,0
S000000649,YCR053W,22,0.290521045180672,2,0,1
S000000650,YCR054C,8,0.348770488328365,0,0,0
S000000651,YCR055C,16,0.0665790671605176,0,0,0
S000000652,YCR056W,2,0.64,0,0,0
S000000653,YCR057C,4,0.591433255838865,0,0,1
S000000654,YCR058C,4,0.591433255838865,0,0,1
S000000655,YCR059C,2,0.64,0,0,0
S000000656,YCR060W,5,0.566896554926663,0,0,0
S000000657,YCR061W,22,0.170244821791062,1,1,0
S000000658,YCR062W,52,0.0407602610616965,1,2,0
S000000659,YCR063W,14,0.300920031459377,3,0,2
S000000660,YCR064C,4,0.151656013831156,0,0,0
S000000661,YCR065W,4,0.516064903974788,0,0,0
S000000662,YCR066W,2,0.64,0,0,0
S000000663,YCR067C,9,0.15157126756202,0,0,0
S000000664,YCR068W,37,0.0290070957540637,2,2,2
S000000665,YCR069W,32,0.242615012049228,0,1,2
S000000666,YCR070W,6,0.433542901766464,0,0,1
S000000667,YCR071C,40,0.359530285530504,3,0,1
S000000668,YCR072C,15,0.330494028373323,0,0,4
S000000669,YCR073C,4,0.139243444195443,0,0,0
S000000671,YCR075C,5,0.295960487236509,0,0,0
S000000672,YCR076C,3,0.717360172023242,0,0,0
S000000673,YCR077C,7,0.115888006763126,0,0,0
S000000676,YCR080W,14,0.248296005993381,1,0,0
S000000677,YCR081W,14,0.248296005993381,1,0,0
S000000678,YCR082W,9,0.198680434534747,0,1,1
S000000679,YCR083W,35,0.177745852931899,3,0,3
S000000680,YCR084C,14,0.265233392360969,0,0,1
S000000681,YCR085W,17,0.0744488152542327,0,0,0
S000000682,YCR086W,2,0.64,0,0,0
S000000683,YCR087W,17,0.186533623610914,1,1,1
S000000684,YCR088W,4,0.184466040776938,0,0,0
S000000685,YCR089W,21,0.232242087465106,1,0,0
S000000686,YCR090C,13,0.150852362775713,0,0,1
S000000687,YCR091W,5,0.353645609172211,0,0,0
S000000688,YCR092C,18,0.502526062074816,1,0,3
S000000689,YCR093W,8,0.499436730323578,1,0,0
S000000690,YCR094W,16,0.232242256866872,1,0,3
S000000691,YCR095C,12,0.122417840859667,0,0,0
S000000692,YCR096C,5,1.02558711890764,1,0,0
S000000693,YCR097WA,2,0.64,0,0,0
S000000694,YCR097W,2,0.64,0,0,0
S000000695,YCR098C,2,0.64,0,0,0
S000000696,YCR099C,10,0.244036737012395,1,1,0
S000000697,YCR100C,5,0.204652324638423,0,0,0
S000000698,YCR101C,22,0.157461343617604,0,1,0
S000000699,YCR102C,7,0.202633554777461,0,0,1
S000000700,YCR103C,2,0.64,0,0,0
S000000701,YCR104W,31,0.0807238332970281,0,0,1
S000000702,YCR105W,5,0.23223538784066,0,0,0
S000000703,YCR106W,2,0.64,0,0,0
S000000704,YCR107W,7,0.286403279282527,0,0,0
S000000708,YCRX03C,26,0.0642423343864123,2,0,2
S000000710,YCRX05W,18,0.210762245999896,0,1,1
S000000712,YCRX07W,4,0.515396424717716,0,1,0
S000000715,YCRX10W,5,0.0584230600299593,0,0,0
S000000717,YCRX12W,8,0.333229850013245,0,0,1
S000000718,YCR073W-A,13,0.271854121577722,0,1,1
S000000719,YCRX14W,7,0.331134211588215,0,0,0
S000000720,YCRX15W,18,0.523029370525191,3,1,0
S000000721,YCRX16C,7,0.0625304096373053,0,0,0
S000000723,YCRX18C,4,0.619404398268998,0,0,1
S000000725,YCRX20C,16,0.143103901053282,0,0,0
S000000726,YCRX21C,14,0.459948405723977,0,0,0
S000000727,YEL001C,28,0.182450762984437,1,0,0
S000000728,YEL002C,4,0.896567680524377,1,0,0
S000000729,YEL003W,2,0.64,0,0,0
S000000730,YEL004W,23,0.271159241619913,0,0,1
S000000731,YEL005C,4,0.293807795761404,0,0,0
S000000732,YEL006W,5,0.49357965039037,0,0,0
S000000733,YEL007W,2,0.64,0,0,0
S000000734,YEL008W,20,0.225716905048107,2,1,1
S000000735,YEL009C,3,0.347134174396033,0,0,0
S000000736,YEL010W,21,0.294773659451723,1,0,2
S000000737,YEL011W,6,0.44128952806054,0,0,0
S000000738,YEL012W,9,0.52106295935004,2,0,1
S000000739,YEL013W,10,0.283738226286596,0,0,1
S000000740,YEL014C,8,0.204221747198769,0,0,0
S000000741,YEL015W,12,0.345006736588173,0,0,0
S000000742,YEL016C,5,0.0831293637609996,0,0,0
S000000743,YEL017W,14,0.325177939749136,1,0,3
S000000744,YEL018W,2,0.64,0,0,0
S000000745,YEL019C,5,0.318423897648623,0,0,0
S000000746,YEL020C,19,0.284457300341536,0,1,1
S000000747,YEL021W,8,0.450605105417931,0,0,2
S000000748,YEL022W,3,0.347134174396033,0,0,0
S000000749,YEL023C,2,0.64,0,0,0
S000000750,YEL024W,40,0.217097470649172,2,0,3
S000000751,YEL025C,5,0.824713958393674,1,0,0
S000000752,YEL026W,13,0.143506362688464,0,0,1
S000000753,YEL027W,3,0.325274300925651,0,0,0
S000000754,YEL028W,17,0.164943249139824,0,0,1
S000000755,YEL029C,31,0.103687367080353,1,2,1
S000000756,YEL030W,27,0.169378014575251,2,1,3
S000000757,YEL031W,14,0.20266584173887,1,0,2
S000000758,YEL032W,2,0.64,0,0,0
S000000759,YEL033W,4,0.834385837576109,0,0,2
S000000760,YEL034W,3,0.347134174396033,0,0,0
S000000761,YEL035C,15,0.48386876774989,1,1,1
S000000762,YEL036C,55,0.0703805509919508,2,0,2
S000000763,YEL037C,12,0.492875064406443,0,0,3
S000000764,YEL038W,3,0.365140575546404,0,0,0
S000000765,YEL039C,4,0.747840464907156,0,0,1
S000000766,YEL040W,22,0.349499524947797,1,0,0
S000000767,YEL041W,4,0.580191309655776,0,0,1
S000000768,YEL042W,49,0.193505591090089,2,0,1
S000000769,YEL043W,47,0.207501595735883,1,0,1
S000000770,YEL044W,24,0.148235791847216,1,0,0
S000000771,YEL045C, ,0.101302042667443,3,1,3
S000000772,YEL046C,3,0.325274300925651,0,0,0
S000000773,YEL047C,21,0.0439747077920414,0,0,0
S000000774,YEL048C,12,0.223223496685896,1,0,0
S000000775,YEL049W,28,0.0418330936818677,0,0,1
S000000776,YEL050C,45,0.139569250503573,2,0,1
S000000777,YEL051W,6,0.488553867881493,1,0,0
S000000778,YEL052W,39,0.337072609900623,4,1,2
S000000779,YEL053C,2,0.64,0,0,0
S000000780,YEL054C,6,0.450259423120904,0,0,1
S000000781,YEL055C,8,0.580582898737925,1,0,1
S000000782,YEL056W,2,0.64,0,0,0
S000000783,YEL057C,4,0.513239649052482,0,0,0
S000000784,YEL058W,4,0.619404398268998,0,0,1
S000000785,YEL059W,48,0.169674512619069,0,0,0
S000000786,YEL060C,4,0.619404398268998,0,0,1
S000000787,YEL061C,4,0.0335802971627103,0,0,0
S000000788,YEL062W,23,0.240397356188227,0,2,0
S000000789,YEL063C,6,0.121544573432908,0,0,1
S000000790,YEL064C,3,0.347134174396033,0,0,0
S000000791,YEL065W,2,0.64,0,0,0
S000000792,YEL066W,4,0.469022298029308,0,0,0
S000000793,YEL067C,18,0.201479513851247,1,0,0
S000000794,YEL068C,20,0.0303782425697856,0,0,1
S000000795,YEL069C,9,0.327266505151866,0,0,0
S000000796,YEL070W,5,0.515866480152284,0,0,1
S000000797,YEL071W,13,0.233203114679846,0,1,0
S000000798,YEL072W,14,0.0682325782700526,0,0,0
S000000799,YEL073C,26,0.232188505547693,0,0,0
S000000800,YEL074W,2,0.64,0,0,0
S000000801,YEL075C,5,0.428039640431127,0,0,1
S000000802,YEL076C,8,0.1166608142493,0,0,0
S000000803,YER001W,41,0.137408636809295,4,0,0
S000000804,YER002W,23,0.145159328353091,5,0,4
S000000805,YER003C,9,0.683092422082577,1,0,1
S000000806,YER004W,22,0.130639290240386,1,1,0
S000000807,YER005W,4,0.352189627297327,0,0,0
S000000808,YER006W,17,0.418695891281945,5,0,3
S000000809,YER007W,4,0.142438537151399,0,0,0
S000000810,YER008C,16,0.193811327984083,3,1,3
S000000811,YER009W,4,0.220526140658604,0,0,0
S000000812,YER010C,3,0.347134174396033,0,0,0
S000000813,YER011W,22,0.0114051801211936,0,0,1
S000000814,YER012W,2,0.64,0,0,0
S000000815,YER013W,3,0.347134174396033,0,0,0
S000000816,YER014W,36,0.0983172207836029,1,0,3
S000000817,YER015W,5,0.073691465138317,0,0,0
S000000818,YER016W,7,0.184894012026202,0,0,0
S000000819,YER017C,73,0.277639111481647,4,0,2
S000000820,YER018C,5,0.375505372061077,0,0,0
S000000821,YER019W,6,0.405894361533541,1,0,1
S000000822,YER020W,8,0.0667302482784566,0,0,0
S000000823,YER021W,9,0.150332656568017,0,0,0
S000000824,YER022W,4,0.232136351266197,0,0,0
S000000825,YER023W,29,0.176743475317054,0,0,1
S000000826,YER024W,11,0.284952870193742,0,0,0
S000000827,YER025W,3,0.347134174396033,0,0,0
S000000828,YER026C,3,0.586324007235966,0,0,0
S000000829,YER027C,4,0.151250441558696,0,0,0
S000000830,YER028C,6,0.703396937243802,1,0,0
S000000831,YER029C,17,0.2770442163418,1,1,1
S000000832,YER030W,3,0.347134174396033,0,0,0
S000000833,YER031C,4,0.282776181232263,0,0,0
S000000834,YER032W,21,0.0989295571501392,0,1,2
S000000835,YER033C,15,0.512962581295159,1,1,3
S000000836,YER034W,2,0.64,0,0,0
S000000837,YER035W,4,0.30041122640869,0,0,0
S000000838,YER036C,12,0.287534257707443,1,0,2
S000000839,YER037W,6,0.50539062297702,0,0,1
S000000840,YER038C,10,0.211764763162991,0,0,0
S000000841,YER039C,32,0.279915986936967,0,0,2
S000000842,YER040W,3,0.574680175685054,0,0,0
S000000843,YER041W,8,0.385329556415608,0,0,0
S000000844,YER042W,12,0.5026491071951,0,0,2
S000000845,YER043C,12,0.197428878101113,0,0,1
S000000846,YER044C,6,0.112248571898143,0,0,0
S000000847,YER045C,2,0.64,0,0,0
S000000848,YER046W,9,0.295862024140717,0,1,2
S000000849,YER047C,2,0.64,0,0,0
S000000850,YER048C,4,0.816656611098282,0,0,1
S000000851,YER049W,7,0.373957927309171,1,0,2
S000000852,YER050C,24,0.0688309833641961,1,0,3
S000000853,YER051W,3,0.574680175685054,0,0,0
S000000854,YER052C,4,0.0340898891378903,0,0,0
S000000855,YER053C,2,0.64,0,0,0
S000000856,YER054C,6,0.355896587111035,0,0,1
S000000857,YER055C,2,0.64,0,0,0
S000000858,YER056C,3,0.586324007235966,0,0,0
S000000859,YER057C,11,0.354621377480443,0,0,0
S000000860,YER058W,28,0.196927062941261,1,1,1
S000000861,YER059W,6,0.279946464565165,0,0,1
S000000862,YER060W,6,0.220771555395999,0,1,0
S000000863,YER061C,22,0.418876543050604,3,0,0
S000000864,YER062C,18,0.0624658046977329,0,0,2
S000000865,YER063W,3,0.405028642877119,0,0,0
S000000866,YER064C,3,0.717360172023242,0,0,0
S000000867,YER065C,11,0.0738970640527287,0,0,1
S000000868,YER066W,12,0.16655484783928,0,1,1
S000000869,YER067W,5,0.548805828367973,0,0,2
S000000870,YER068W,8,0.295357211380098,0,1,0
S000000871,YER069W,83,0.211707491950565,1,0,4
S000000872,YER070W,7,0.492018860626966,1,0,1
S000000873,YER071C,6,0.286482759629992,0,0,0
S000000874,YER072W,22,0.298355349839536,2,0,2
S000000875,YER073W,41,0.319398618322118,6,0,0
S000000876,YER074W,3,0.347134174396033,0,0,0
S000000877,YER075C,3,0.865015101186174,0,0,1
S000000878,YER076C,24,0.0509623007455356,1,0,0
S000000879,YER077C,14,0.285266698462945,1,0,3
S000000880,YER078C,27,0.352592053958052,3,1,1
S000000881,YER079W,3,0.315169652691356,0,0,0
S000000882,YER080W,42,0.0975043618885343,4,1,2
S000000883,YER081W,5,0.483739899407207,0,0,0
S000000884,YER082C,14,0.289835333158849,2,2,3
S000000885,YER083C,3,0.347134174396033,0,0,0
S000000886,YER084W,2,0.64,0,0,0
S000000887,YER085C,5,0.277187275435075,0,0,1
S000000888,YER086W,49,0.333311687970859,2,0,3
S000000889,YER087W,27,0.0342869375927988,2,2,3
S000000890,YER088C,18,0.191434522846654,0,1,0
S000000891,YER089C,11,0.298118704004496,0,0,0
S000000892,YER090W,10,0.13449233687775,0,0,1
S000000893,YER091C,17,0.27170056471689,2,0,0
S000000894,YER092W,5,0.369818684337121,0,0,1
S000000895,YER093C,34,0.106953930342881,4,1,1
S000000896,YER094C,3,0.347134174396033,0,0,0
S000000897,YER095W,6,0.389538600928837,0,0,0
S000000898,YER096W,15,0.0817741307989179,0,0,0
S000000899,YER097W,16,0.418738548865062,4,0,1
S000000900,YER098W,16,0.393831330221264,2,1,3
S000000901,YER099C,19,0.157427445428328,0,1,1
S000000902,YER100W,13,0.455517387913754,1,1,3
S000000903,YER101C,3,0.405028642877119,0,0,0
S000000904,YER102W,6,0.624926189767882,1,0,0
S000000905,YER103W,8,0.314572890744833,0,0,1
S000000906,YER104W,10,0.10039219129578,0,1,0
S000000907,YER105C,11,0.255385024056605,1,0,2
S000000908,YER106W,3,1.34306311919193,1,0,0
S000000909,YER107C,22,0.128787470865827,1,0,0
S000000911,YER109C,11,0.196434275865656,0,0,1
S000000912,YER110C,2,0.64,0,0,0
S000000913,YER111C,4,0.195490579260124,0,0,0
S000000914,YER112W,18,0.0643597364229703,0,0,1
S000000915,YER113C,37,0.0639181078885894,5,0,1
S000000916,YER114C,4,0.469022298029308,0,0,0
S000000917,YER115C,37,0.0555236761304926,0,1,0
S000000918,YER116C,6,0.817763593041911,2,0,0
S000000919,YER117W,27,0.0840194887829465,1,0,1
S000000920,YER118C,20,0.488605777609618,3,0,2
S000000921,YER119C,84,0.177468911448729,1,1,1
S000000922,YER120W,5,0.371541460760736,0,0,0
S000000923,YER121W,8,0.420468392257996,1,1,0
S000000924,YER122C,4,0.469022298029308,0,0,0
S000000925,YER123W,22,0.269856832301902,1,2,1
S000000926,YER124C,3,0.574680175685054,0,0,0
S000000927,YER125W,13,0.115946480004155,0,0,1
S000000928,YER126C,5,0.373538018027805,0,0,0
S000000929,YER127W,3,0.347134174396033,0,0,0
S000000930,YER128W,4,0.665353640157547,0,0,0
S000000931,YER129W,2,0.64,0,0,0
S000000932,YER130C,10,0.430396056703794,1,0,0
S000000933,YER131W,33,0.189334655019404,4,1,6
S000000934,YER132C,25,0.141077107831159,0,0,0
S000000935,YER133W,2,0.64,0,0,0
S000000936,YER134C,6,0.110755056398293,0,0,0
S000000937,YER135C,18,0.369432722086065,1,1,2
S000000938,YER136W,2,0.64,0,0,0
S000000939,YER137C,3,0.327582736285826,0,0,0
S000000940,YER138C,2,0.64,0,0,0
S000000941,YER139C,5,0.35165711959043,0,0,0
S000000942,YER140W,5,0.181912939707108,0,1,1
S000000943,YER141W,7,0.806651548086019,1,0,0
S000000944,YER142C,6,0.707162904399231,1,0,2
S000000945,YER143W,2,0.64,0,0,0
S000000946,YER144C,4,0.30041122640869,0,0,0
S000000947,YER145C,17,0.0521589663140246,1,0,1
S000000948,YER146W,5,0.180907022171938,0,0,0
S000000949,YER147C,2,0.64,0,0,0
S000000950,YER148W,3,0.405028642877119,0,0,0
S000000951,YER149C,5,0.717616638656633,0,1,1
S000000952,YER150W,35,0.0442711547385483,0,0,1
S000000953,YER151C,5,0.0887205191729259,0,0,0
S000000954,YER152C,5,0.0707765676913887,0,0,2
S000000955,YER153C,12,0.468386470075969,1,0,1
S000000956,YER154W,51,0.203305223434354,5,0,1
S000000957,YER155C,73,0.0685918020467987,1,1,4
S000000958,YER156C,27,0.161441665427903,1,2,4
S000000959,YER157W,12,0.313906812369472,3,0,1
S000000960,YER158C,16,0.238778814101974,2,1,0
S000000961,YER159C,3,0.405028642877119,0,0,0
S000000962,YER160C,2,0.64,0,0,0
S000000963,YER161C,23,0.138254553659427,1,0,3
S000000964,YER162C,3,0.54574956266191,0,0,0
S000000965,YER163C,4,0.466220982189695,0,0,0
S000000966,YER164W,5,0.469185857928375,0,0,1
S000000967,YER165W,3,0.405028642877119,0,0,0
S000000968,YER166W,8,0.171089250597907,0,1,0
S000000969,YER167W,22,0.00616000102087652,2,3,2
S000000970,YER168C,36,0.220785705800414,1,0,2
S000000971,YER169W,9,0.38423509870013,0,0,1
S000000972,YER170W,4,0.572969850644216,0,0,1
S000000973,YER171W,6,0.311277523726348,0,0,1
S000000974,YER172C,3,0.325274300925651,0,0,0
S000000975,YER173W,2,0.64,0,0,0
S000000976,YER174C,5,0.346983894725314,0,0,0
S000000977,YER175C,8,0.157227903953729,0,0,0
S000000978,YER176W,2,0.64,0,0,0
S000000979,YER177W,6,0.412415165509921,1,0,0
S000000980,YER178W,40,0.511415156087002,4,1,1
S000000981,YER179W,7,0.0390877024506909,0,0,0
S000000982,YER180C,2,0.64,0,0,0
S000000983,YER181C,9,0.343267690410889,1,0,0
S000000984,YER182W,53,0.075951646433448,4,0,4
S000000985,YER183C,19,0.509189004544629,3,0,2
S000000986,YER184C,19,0.354178513925612,2,0,4
S000000987,YER185W,5,0.175755599591498,0,0,0
S000000988,YER186C,6,0.259923137521057,0,1,0
S000000989,YER187W,4,0.352189627297327,0,0,0
S000000990,YER188W,28,0.0340143340767329,0,0,1
S000000991,YER189W,5,0.428039640431127,0,0,1
S000000992,YER190W,17,0.225085887233128,1,1,2
S000000993,YHL001W,4,0.245294199928429,0,0,0
S000000994,YHL002W,17,0.302887729798182,1,0,2
S000000995,YHL003C,6,0.244706933880291,0,0,0
S000000996,YHL004W,40,0.0652810142930824,6,1,1
S000000997,YHL005C,4,1.05235833926267,1,0,1
S000000998,YHL006C,4,0.431007042249119,0,0,0
S000000999,YHL007C,4,0.469022298029308,0,0,0
S000001000,YHL008C,3,0.586324007235966,0,0,0
S000001001,YHL009C,7,0.107054497493923,0,0,0
S000001002,YHL010C,2,0.64,0,0,0
S000001003,YHL011C,12,0.319159399062732,0,0,1
S000001004,YHL012W,11,0.471777957394392,0,0,1
S000001005,YHL013C,5,0.231469805949336,0,0,0
S000001006,YHL014C,53,0.240952151879324,1,0,2
S000001007,YHL015W,3,0.347134174396033,0,0,0
S000001008,YHL016C,3,0.365140575546404,0,0,0
S000001009,YHL017W,2,0.64,0,0,0
S000001010,YHL018W,20,0.44051490794633,1,1,2
S000001011,YHL019C,9,0.126236514161329,0,0,0
S000001012,YHL020C,3,0.347134174396033,0,0,0
S000001013,YHL021C,45,0.362938742069842,5,0,0
S000001014,YHL022C,4,0.184466040776938,0,0,0
S000001015,YHL023C,2,0.64,0,0,0
S000001016,YHL024W,4,0.580191309655776,0,0,1
S000001017,YHL025W,46,0.160909705524091,2,2,4
S000001018,YHL026C,5,0.398955922367389,0,0,1
